Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"25-Aug-2015",2.45,NaN,"-","-"
"26-Aug-2015",0.01,NaN,"-","-"
"27-Aug-2015",3.22,NaN,"-","-"
"28-Aug-2015",5.79,NaN,"-","-"
"29-Aug-2015",0,NaN,"-","-"
"30-Aug-2015",0.06,NaN,"-","-"
"31-Aug-2015",0.17,NaN,"-","-"
"01-Sep-2015",0.06,NaN,"-","-"
"02-Sep-2015",0,NaN,"-","-"
"03-Sep-2015",0.02,NaN,"-","-"
"04-Sep-2015",7.65,NaN,"-","-"
"05-Sep-2015",8.45,NaN,"-","-"
"06-Sep-2015",4.67,NaN,"-","-"
"07-Sep-2015",25.14,NaN,"-","-"
"08-Sep-2015",20.24,NaN,"-","-"
"09-Sep-2015",0.13,NaN,"-","-"
"10-Sep-2015",0.55,NaN,"-","-"
"11-Sep-2015",3.01,NaN,"-","-"
"12-Sep-2015",0,NaN,"-","-"
"13-Sep-2015",1.14,NaN,"-","-"
"14-Sep-2015",0,NaN,"-","-"
"15-Sep-2015",0.91,NaN,"-","-"
"16-Sep-2015",3.69,NaN,"-","-"
"17-Sep-2015",0,NaN,"-","-"
"18-Sep-2015",0.2,NaN,"-","-"
"19-Sep-2015",0.64,NaN,"-","-"
"20-Sep-2015",1.66,NaN,"-","-"
"21-Sep-2015",2.82,NaN,"-","-"
"22-Sep-2015",0,NaN,"-","-"
"23-Sep-2015",0.02,NaN,"-","-"
"24-Sep-2015",0.29,NaN,"-","-"
"25-Sep-2015",29.09,NaN,"-","-"
"26-Sep-2015",14.68,NaN,"-","-"
"27-Sep-2015",0.07,NaN,"-","-"
"28-Sep-2015",18.51,NaN,"-","-"
"29-Sep-2015",1.51,NaN,"-","-"
"30-Sep-2015",10.19,NaN,"-","-"
"01-Oct-2015",3.04,NaN,"-","-"
"02-Oct-2015",4.88,NaN,"-","-"
"03-Oct-2015",0.28,NaN,"-","-"
"04-Oct-2015",4.32,NaN,"-","-"
"05-Oct-2015",24.18,NaN,"-","-"
"06-Oct-2015",23.06,NaN,"-","-"
"07-Oct-2015",2.74,NaN,"-","-"
"08-Oct-2015",2.24,NaN,"-","-"
"09-Oct-2015",0.31,NaN,"-","-"
"10-Oct-2015",0.03,NaN,"-","-"
"11-Oct-2015",0.05,NaN,"-","-"
"12-Oct-2015",22.63,NaN,"-","-"
"13-Oct-2015",0.61,NaN,"-","-"
"14-Oct-2015",0,NaN,"-","-"
"15-Oct-2015",0,NaN,"-","-"
"16-Oct-2015",0,NaN,"-","-"
"17-Oct-2015",0,NaN,"-","-"
"18-Oct-2015",0,NaN,"-","-"
"19-Oct-2015",0,NaN,"-","-"
"20-Oct-2015",0.03,NaN,"-","-"
"21-Oct-2015",0.15,NaN,"-","-"
"22-Oct-2015",0,NaN,"-","-"
"23-Oct-2015",0,NaN,"-","-"
"24-Oct-2015",0,NaN,"-","-"
"25-Oct-2015",0,NaN,"-","-"
"26-Oct-2015",0,NaN,"-","-"
"27-Oct-2015",0,NaN,"-","-"
"28-Oct-2015",1.49,NaN,"-","-"
"29-Oct-2015",6.78,NaN,"-","-"
"30-Oct-2015",0.81,NaN,"-","-"
"31-Oct-2015",5.27,NaN,"-","-"
"01-Nov-2015",6.08,NaN,"-","-"
"02-Nov-2015",19.38,NaN,"-","-"
"03-Nov-2015",17.86,NaN,"-","-"
"04-Nov-2015",26.64,5.36,5.301393393138548,3.5034271103794787
"05-Nov-2015",38.06,NaN,"-","-"
"06-Nov-2015",0,NaN,"-","-"
"07-Nov-2015",0,NaN,"-","-"
"08-Nov-2015",0.02,NaN,"-","-"
"09-Nov-2015",0,NaN,"-","-"
"10-Nov-2015",36.45,NaN,"-","-"
"11-Nov-2015",8.44,NaN,"-","-"
"12-Nov-2015",1.87,NaN,"-","-"
"13-Nov-2015",3.37,NaN,"-","-"
"14-Nov-2015",0,NaN,"-","-"
"15-Nov-2015",0,NaN,"-","-"
"16-Nov-2015",2.42,NaN,"-","-"
"17-Nov-2015",0.72,NaN,"-","-"
"18-Nov-2015",0.2,NaN,"-","-"
"19-Nov-2015",5.2,NaN,"-","-"
"20-Nov-2015",3.25,NaN,"-","-"
"21-Nov-2015",3.8,NaN,"-","-"
"22-Nov-2015",1.98,NaN,"-","-"
"23-Nov-2015",3.22,NaN,"-","-"
"24-Nov-2015",7.66,NaN,"-","-"
"25-Nov-2015",0,NaN,"-","-"
"26-Nov-2015",0,NaN,"-","-"
"27-Nov-2015",0,NaN,"-","-"
"28-Nov-2015",0,NaN,"-","-"
"29-Nov-2015",0,NaN,"-","-"
"30-Nov-2015",5.58,NaN,"-","-"
"01-Dec-2015",0.93,NaN,"-","-"
"02-Dec-2015",0.4,NaN,"-","-"
"03-Dec-2015",2.33,NaN,"-","-"
"04-Dec-2015",0.55,NaN,"-","-"
"05-Dec-2015",0,NaN,"-","-"
"06-Dec-2015",0.09,NaN,"-","-"
"07-Dec-2015",0,NaN,"-","-"
"08-Dec-2015",0,NaN,"-","-"
"09-Dec-2015",0.19,NaN,"-","-"
"10-Dec-2015",0.16,NaN,"-","-"
"11-Dec-2015",0,NaN,"-","-"
"12-Dec-2015",0,NaN,"-","-"
"13-Dec-2015",0,NaN,"-","-"
"14-Dec-2015",0,NaN,"-","-"
"15-Dec-2015",1.1,NaN,"-","-"
"16-Dec-2015",0,NaN,"-","-"
"17-Dec-2015",0,NaN,"-","-"
"18-Dec-2015",0,NaN,"-","-"
"19-Dec-2015",0,NaN,"-","-"
"20-Dec-2015",0,NaN,"-","-"
"21-Dec-2015",0,NaN,"-","-"
"22-Dec-2015",0,NaN,"-","-"
"23-Dec-2015",0,NaN,"-","-"
"24-Dec-2015",0,NaN,"-","-"
"25-Dec-2015",0,NaN,"-","-"
"26-Dec-2015",0,NaN,"-","-"
"27-Dec-2015",0,NaN,"-","-"
"28-Dec-2015",0,NaN,"-","-"
"29-Dec-2015",0,NaN,"-","-"
"30-Dec-2015",0,NaN,"-","-"
"31-Dec-2015",0,NaN,"-","-"
"01-Jan-2016",0,NaN,"-","-"
"02-Jan-2016",0,NaN,"-","-"
"03-Jan-2016",0,NaN,"-","-"
"04-Jan-2016",0,6.34,5.41140400343349,4.477047673240823
"05-Jan-2016",0,NaN,"-","-"
"06-Jan-2016",0,NaN,"-","-"
"07-Jan-2016",0,NaN,"-","-"
"08-Jan-2016",0,NaN,"-","-"
"09-Jan-2016",0,NaN,"-","-"
"10-Jan-2016",0,NaN,"-","-"
"11-Jan-2016",0,NaN,"-","-"
"12-Jan-2016",0,NaN,"-","-"
"13-Jan-2016",0,NaN,"-","-"
"14-Jan-2016",0,NaN,"-","-"
"15-Jan-2016",0,NaN,"-","-"
"16-Jan-2016",0,NaN,"-","-"
"17-Jan-2016",0,NaN,"-","-"
"18-Jan-2016",0,NaN,"-","-"
"19-Jan-2016",0.51,NaN,"-","-"
"20-Jan-2016",1.07,NaN,"-","-"
"21-Jan-2016",0.07,NaN,"-","-"
"22-Jan-2016",0.02,NaN,"-","-"
"23-Jan-2016",0,NaN,"-","-"
"24-Jan-2016",0,NaN,"-","-"
"25-Jan-2016",0,NaN,"-","-"
"26-Jan-2016",0,NaN,"-","-"
"27-Jan-2016",0,NaN,"-","-"
"28-Jan-2016",0,NaN,"-","-"
"29-Jan-2016",0,NaN,"-","-"
"30-Jan-2016",0,NaN,"-","-"
"31-Jan-2016",0,NaN,"-","-"
"01-Feb-2016",0,NaN,"-","-"
"02-Feb-2016",0,NaN,"-","-"
"03-Feb-2016",0,NaN,"-","-"
"04-Feb-2016",0,NaN,"-","-"
"05-Feb-2016",0,NaN,"-","-"
"06-Feb-2016",0,NaN,"-","-"
"07-Feb-2016",0,NaN,"-","-"
"08-Feb-2016",0,NaN,"-","-"
"09-Feb-2016",0,NaN,"-","-"
"10-Feb-2016",0,NaN,"-","-"
"11-Feb-2016",0.02,NaN,"-","-"
"12-Feb-2016",0.03,NaN,"-","-"
"13-Feb-2016",0,NaN,"-","-"
"14-Feb-2016",0,NaN,"-","-"
"15-Feb-2016",0,NaN,"-","-"
"16-Feb-2016",0,NaN,"-","-"
"17-Feb-2016",0,NaN,"-","-"
"18-Feb-2016",0,NaN,"-","-"
"19-Feb-2016",0,NaN,"-","-"
"20-Feb-2016",0,NaN,"-","-"
"21-Feb-2016",0,NaN,"-","-"
"22-Feb-2016",0,NaN,"-","-"
"23-Feb-2016",0,NaN,"-","-"
"24-Feb-2016",0,NaN,"-","-"
"25-Feb-2016",0,NaN,"-","-"
"26-Feb-2016",0.02,NaN,"-","-"
"27-Feb-2016",0,NaN,"-","-"
"28-Feb-2016",0,NaN,"-","-"
"29-Feb-2016",0,NaN,"-","-"
"01-Mar-2016",0,NaN,"-","-"
"02-Mar-2016",0,NaN,"-","-"
"03-Mar-2016",0,NaN,"-","-"
"04-Mar-2016",0,NaN,"-","-"
"05-Mar-2016",0,NaN,"-","-"
"06-Mar-2016",0,NaN,"-","-"
"07-Mar-2016",0,NaN,"-","-"
"08-Mar-2016",0,NaN,"-","-"
"09-Mar-2016",0,NaN,"-","-"
"10-Mar-2016",0,NaN,"-","-"
"11-Mar-2016",0,NaN,"-","-"
"12-Mar-2016",0,NaN,"-","-"
"13-Mar-2016",0,NaN,"-","-"
"14-Mar-2016",0,NaN,"-","-"
"15-Mar-2016",0.44,NaN,"-","-"
"16-Mar-2016",0,NaN,"-","-"
"17-Mar-2016",0,NaN,"-","-"
"18-Mar-2016",1.53,NaN,"-","-"
"19-Mar-2016",0.4,NaN,"-","-"
"20-Mar-2016",0.09,NaN,"-","-"
"21-Mar-2016",0,NaN,"-","-"
"22-Mar-2016",0,NaN,"-","-"
"23-Mar-2016",0,NaN,"-","-"
"24-Mar-2016",0,NaN,"-","-"
"25-Mar-2016",0,NaN,"-","-"
"26-Mar-2016",0,NaN,"-","-"
"27-Mar-2016",0,NaN,"-","-"
"28-Mar-2016",0,NaN,"-","-"
"29-Mar-2016",0,NaN,"-","-"
"30-Mar-2016",0,NaN,"-","-"
"31-Mar-2016",0.03,NaN,"-","-"
"01-Apr-2016",0,NaN,"-","-"
"02-Apr-2016",0.32,NaN,"-","-"
"03-Apr-2016",0.23,NaN,"-","-"
"04-Apr-2016",0,NaN,"-","-"
"05-Apr-2016",0,NaN,"-","-"
"06-Apr-2016",0.03,NaN,"-","-"
"07-Apr-2016",0,NaN,"-","-"
"08-Apr-2016",1.95,NaN,"-","-"
"09-Apr-2016",0,NaN,"-","-"
"10-Apr-2016",0.21,NaN,"-","-"
"11-Apr-2016",0.14,NaN,"-","-"
"12-Apr-2016",0,NaN,"-","-"
"13-Apr-2016",0.89,NaN,"-","-"
"14-Apr-2016",0,NaN,"-","-"
"15-Apr-2016",1.48,NaN,"-","-"
"16-Apr-2016",0.51,NaN,"-","-"
"17-Apr-2016",0,NaN,"-","-"
"18-Apr-2016",0.26,NaN,"-","-"
"19-Apr-2016",0,NaN,"-","-"
"20-Apr-2016",0,NaN,"-","-"
"21-Apr-2016",0,NaN,"-","-"
"22-Apr-2016",0,NaN,"-","-"
"23-Apr-2016",0.28,NaN,"-","-"
"24-Apr-2016",0,NaN,"-","-"
"25-Apr-2016",0,NaN,"-","-"
"26-Apr-2016",5.23,NaN,"-","-"
"27-Apr-2016",0,NaN,"-","-"
"28-Apr-2016",0,NaN,"-","-"
"29-Apr-2016",0,NaN,"-","-"
"30-Apr-2016",0,NaN,"-","-"
"01-May-2016",0,NaN,"-","-"
"02-May-2016",0,NaN,"-","-"
"03-May-2016",1.38,NaN,"-","-"
"04-May-2016",0.02,NaN,"-","-"
"05-May-2016",0,NaN,"-","-"
"06-May-2016",3.08,NaN,"-","-"
"07-May-2016",7.53,NaN,"-","-"
"08-May-2016",2.24,NaN,"-","-"
"09-May-2016",10.35,NaN,"-","-"
"10-May-2016",0,NaN,"-","-"
"11-May-2016",5.36,NaN,"-","-"
"12-May-2016",1.3,NaN,"-","-"
"13-May-2016",3.89,NaN,"-","-"
"14-May-2016",0.84,7.32,5.584059741403543,7.898773896748297
"15-May-2016",2.57,NaN,"-","-"
"16-May-2016",0.39,NaN,"-","-"
"17-May-2016",5.67,NaN,"-","-"
"18-May-2016",0.53,NaN,"-","-"
"19-May-2016",5.16,NaN,"-","-"
"20-May-2016",1.85,NaN,"-","-"
"21-May-2016",0.14,NaN,"-","-"
"22-May-2016",0,NaN,"-","-"
"23-May-2016",0,NaN,"-","-"
"24-May-2016",0,NaN,"-","-"
"25-May-2016",0.38,NaN,"-","-"
"26-May-2016",0.05,NaN,"-","-"
"27-May-2016",0.22,NaN,"-","-"
"28-May-2016",1.78,NaN,"-","-"
"29-May-2016",16.58,NaN,"-","-"
"30-May-2016",0.36,NaN,"-","-"
"31-May-2016",6.74,NaN,"-","-"
"01-Jun-2016",1.43,NaN,"-","-"
"02-Jun-2016",10.77,NaN,"-","-"
"03-Jun-2016",0.67,NaN,"-","-"
"04-Jun-2016",1.73,NaN,"-","-"
"05-Jun-2016",3.89,NaN,"-","-"
"06-Jun-2016",2.65,NaN,"-","-"
"07-Jun-2016",0.03,NaN,"-","-"
"08-Jun-2016",0.13,NaN,"-","-"
"09-Jun-2016",3.78,NaN,"-","-"
"10-Jun-2016",0.79,NaN,"-","-"
"11-Jun-2016",4.79,NaN,"-","-"
"12-Jun-2016",0.47,NaN,"-","-"
"13-Jun-2016",1.51,NaN,"-","-"
"14-Jun-2016",1.19,NaN,"-","-"
"15-Jun-2016",0.12,NaN,"-","-"
"16-Jun-2016",0.95,NaN,"-","-"
"17-Jun-2016",0.67,NaN,"-","-"
"18-Jun-2016",3.8,NaN,"-","-"
"19-Jun-2016",0.3,NaN,"-","-"
"20-Jun-2016",1.19,NaN,"-","-"
"21-Jun-2016",3.04,NaN,"-","-"
"22-Jun-2016",1.52,NaN,"-","-"
"23-Jun-2016",14.58,NaN,"-","-"
"24-Jun-2016",2.58,NaN,"-","-"
"25-Jun-2016",1.57,NaN,"-","-"
"26-Jun-2016",4.03,NaN,"-","-"
"27-Jun-2016",3.84,NaN,"-","-"
"28-Jun-2016",9.53,NaN,"-","-"
"29-Jun-2016",16.62,NaN,"-","-"
"30-Jun-2016",13.09,NaN,"-","-"
"01-Jul-2016",3.22,NaN,"-","-"
"02-Jul-2016",5.3,NaN,"-","-"
"03-Jul-2016",3.39,NaN,"-","-"
"04-Jul-2016",4.52,NaN,"-","-"
"05-Jul-2016",6.16,NaN,"-","-"
"06-Jul-2016",1.59,NaN,"-","-"
"07-Jul-2016",7.35,NaN,"-","-"
"08-Jul-2016",1.76,NaN,"-","-"
"09-Jul-2016",2.65,NaN,"-","-"
"10-Jul-2016",3.4,NaN,"-","-"
"11-Jul-2016",6.79,NaN,"-","-"
"12-Jul-2016",2.09,NaN,"-","-"
"13-Jul-2016",2.3,NaN,"-","-"
"14-Jul-2016",1.92,NaN,"-","-"
"15-Jul-2016",0.86,NaN,"-","-"
"16-Jul-2016",10.82,NaN,"-","-"
"17-Jul-2016",1.98,NaN,"-","-"
"18-Jul-2016",8.85,NaN,"-","-"
"19-Jul-2016",3.12,NaN,"-","-"
"20-Jul-2016",5.77,NaN,"-","-"
"21-Jul-2016",7.68,NaN,"-","-"
"22-Jul-2016",3.73,NaN,"-","-"
"23-Jul-2016",1.32,NaN,"-","-"
"24-Jul-2016",1.04,NaN,"-","-"
"25-Jul-2016",1.64,NaN,"-","-"
"26-Jul-2016",10.1,NaN,"-","-"
"27-Jul-2016",13.01,NaN,"-","-"
"28-Jul-2016",10.84,NaN,"-","-"
"29-Jul-2016",50.01,NaN,"-","-"
"30-Jul-2016",2.71,NaN,"-","-"
"31-Jul-2016",12.54,NaN,"-","-"
"01-Aug-2016",0.85,NaN,"-","-"
"02-Aug-2016",2.16,NaN,"-","-"
"03-Aug-2016",0.79,NaN,"-","-"
"04-Aug-2016",0.83,NaN,"-","-"
"05-Aug-2016",4.76,NaN,"-","-"
"06-Aug-2016",3.82,NaN,"-","-"
"07-Aug-2016",6.43,NaN,"-","-"
"08-Aug-2016",1.92,NaN,"-","-"
"09-Aug-2016",1.97,NaN,"-","-"
"10-Aug-2016",1.32,NaN,"-","-"
"11-Aug-2016",1.86,NaN,"-","-"
"12-Aug-2016",1.27,NaN,"-","-"
"13-Aug-2016",1.75,NaN,"-","-"
"14-Aug-2016",1.5,NaN,"-","-"
"15-Aug-2016",1.11,NaN,"-","-"
"16-Aug-2016",1.48,NaN,"-","-"
"17-Aug-2016",1.1,NaN,"-","-"
"18-Aug-2016",1.35,NaN,"-","-"
"19-Aug-2016",1.15,NaN,"-","-"
"20-Aug-2016",0.94,NaN,"-","-"
"21-Aug-2016",0,NaN,"-","-"
"22-Aug-2016",0.84,NaN,"-","-"
"23-Aug-2016",1.85,NaN,"-","-"
"24-Aug-2016",1.66,6.77,5.638556520500464,6.965791341951365
"25-Aug-2016",0.64,NaN,"-","-"
"26-Aug-2016",2.68,NaN,"-","-"
"27-Aug-2016",5.93,NaN,"-","-"
"28-Aug-2016",1.75,NaN,"-","-"
"29-Aug-2016",1.41,NaN,"-","-"
"30-Aug-2016",4.49,NaN,"-","-"
"31-Aug-2016",32.44,NaN,"-","-"
"01-Sep-2016",3.88,NaN,"-","-"
"02-Sep-2016",0.08,NaN,"-","-"
"03-Sep-2016",1.07,NaN,"-","-"
"04-Sep-2016",0.45,NaN,"-","-"
"05-Sep-2016",0.18,NaN,"-","-"
"06-Sep-2016",0.23,NaN,"-","-"
"07-Sep-2016",0.59,NaN,"-","-"
"08-Sep-2016",0.19,NaN,"-","-"
"09-Sep-2016",0.45,NaN,"-","-"
"10-Sep-2016",0,NaN,"-","-"
"11-Sep-2016",3.79,NaN,"-","-"
"12-Sep-2016",0.11,NaN,"-","-"
"13-Sep-2016",0.54,NaN,"-","-"
"14-Sep-2016",5.77,NaN,"-","-"
"15-Sep-2016",2.12,NaN,"-","-"
"16-Sep-2016",1.74,NaN,"-","-"
"17-Sep-2016",2.56,NaN,"-","-"
"18-Sep-2016",0.58,NaN,"-","-"
"19-Sep-2016",0.6,NaN,"-","-"
"20-Sep-2016",0.01,NaN,"-","-"
"21-Sep-2016",0.59,NaN,"-","-"
"22-Sep-2016",4.46,NaN,"-","-"
"23-Sep-2016",0.63,NaN,"-","-"
"24-Sep-2016",2.1,NaN,"-","-"
"25-Sep-2016",1.93,NaN,"-","-"
"26-Sep-2016",2.63,NaN,"-","-"
"27-Sep-2016",9.03,NaN,"-","-"
"28-Sep-2016",0.85,NaN,"-","-"
"29-Sep-2016",10.99,NaN,"-","-"
"30-Sep-2016",5.16,NaN,"-","-"
"01-Oct-2016",0,NaN,"-","-"
"02-Oct-2016",0,NaN,"-","-"
"03-Oct-2016",0,NaN,"-","-"
"04-Oct-2016",0.09,NaN,"-","-"
"05-Oct-2016",0.06,NaN,"-","-"
"06-Oct-2016",0,NaN,"-","-"
"07-Oct-2016",0,NaN,"-","-"
"08-Oct-2016",0,NaN,"-","-"
"09-Oct-2016",0,NaN,"-","-"
"10-Oct-2016",0,NaN,"-","-"
"11-Oct-2016",0,NaN,"-","-"
"12-Oct-2016",2.6,NaN,"-","-"
"13-Oct-2016",24.86,NaN,"-","-"
"14-Oct-2016",3.14,NaN,"-","-"
"15-Oct-2016",0,NaN,"-","-"
"16-Oct-2016",0,NaN,"-","-"
"17-Oct-2016",0,NaN,"-","-"
"18-Oct-2016",0,NaN,"-","-"
"19-Oct-2016",0,NaN,"-","-"
"20-Oct-2016",0,NaN,"-","-"
"21-Oct-2016",0,NaN,"-","-"
"22-Oct-2016",0,NaN,"-","-"
"23-Oct-2016",0,NaN,"-","-"
"24-Oct-2016",0,NaN,"-","-"
"25-Oct-2016",0,NaN,"-","-"
"26-Oct-2016",0,NaN,"-","-"
"27-Oct-2016",0,NaN,"-","-"
"28-Oct-2016",0,NaN,"-","-"
"29-Oct-2016",0,NaN,"-","-"
"30-Oct-2016",0,NaN,"-","-"
"31-Oct-2016",1.09,NaN,"-","-"
"01-Nov-2016",1.15,NaN,"-","-"
"02-Nov-2016",2.26,NaN,"-","-"
"03-Nov-2016",0.03,NaN,"-","-"
"04-Nov-2016",0,5.4,3.5034271103794787,6.829793718915614
"05-Nov-2016",0,NaN,"-","-"
"06-Nov-2016",0,NaN,"-","-"
"07-Nov-2016",0,NaN,"-","-"
"08-Nov-2016",0,NaN,"-","-"
"09-Nov-2016",0,NaN,"-","-"
"10-Nov-2016",0,NaN,"-","-"
"11-Nov-2016",0,NaN,"-","-"
"12-Nov-2016",0,NaN,"-","-"
"13-Nov-2016",0,NaN,"-","-"
"14-Nov-2016",0,NaN,"-","-"
"15-Nov-2016",0,NaN,"-","-"
"16-Nov-2016",0,NaN,"-","-"
"17-Nov-2016",0,NaN,"-","-"
"18-Nov-2016",0,NaN,"-","-"
"19-Nov-2016",0,NaN,"-","-"
"20-Nov-2016",0,NaN,"-","-"
"21-Nov-2016",0,NaN,"-","-"
"22-Nov-2016",0,NaN,"-","-"
"23-Nov-2016",0,NaN,"-","-"
"24-Nov-2016",0,NaN,"-","-"
"25-Nov-2016",0,NaN,"-","-"
"26-Nov-2016",0,NaN,"-","-"
"27-Nov-2016",0,NaN,"-","-"
"28-Nov-2016",0,NaN,"-","-"
"29-Nov-2016",0,NaN,"-","-"
"30-Nov-2016",0,NaN,"-","-"
"01-Dec-2016",0,NaN,"-","-"
"02-Dec-2016",2.06,NaN,"-","-"
"03-Dec-2016",2.5,NaN,"-","-"
"04-Dec-2016",0.07,NaN,"-","-"
"05-Dec-2016",0.09,NaN,"-","-"
"06-Dec-2016",0,NaN,"-","-"
"07-Dec-2016",0,NaN,"-","-"
"08-Dec-2016",0,NaN,"-","-"
"09-Dec-2016",0,NaN,"-","-"
"10-Dec-2016",0,NaN,"-","-"
"11-Dec-2016",0,NaN,"-","-"
"12-Dec-2016",0,NaN,"-","-"
"13-Dec-2016",31.64,NaN,"-","-"
"14-Dec-2016",6.86,NaN,"-","-"
"15-Dec-2016",0.66,NaN,"-","-"
"16-Dec-2016",0,NaN,"-","-"
"17-Dec-2016",0,NaN,"-","-"
"18-Dec-2016",0,NaN,"-","-"
"19-Dec-2016",0,NaN,"-","-"
"20-Dec-2016",0,NaN,"-","-"
"21-Dec-2016",0,NaN,"-","-"
"22-Dec-2016",0,NaN,"-","-"
"23-Dec-2016",0,NaN,"-","-"
"24-Dec-2016",0,NaN,"-","-"
"25-Dec-2016",0,NaN,"-","-"
"26-Dec-2016",0,NaN,"-","-"
"27-Dec-2016",0,NaN,"-","-"
"28-Dec-2016",0,NaN,"-","-"
"29-Dec-2016",0,NaN,"-","-"
"30-Dec-2016",0,NaN,"-","-"
"31-Dec-2016",0,NaN,"-","-"
"01-Jan-2017",0,NaN,"-","-"
"02-Jan-2017",0,NaN,"-","-"
"03-Jan-2017",0,NaN,"-","-"
"04-Jan-2017",0,6.52,4.477047673240823,8.600589378354313
"05-Jan-2017",0,NaN,"-","-"
"06-Jan-2017",0,NaN,"-","-"
"07-Jan-2017",0,NaN,"-","-"
"08-Jan-2017",0,NaN,"-","-"
"09-Jan-2017",0,NaN,"-","-"
"10-Jan-2017",0,NaN,"-","-"
"11-Jan-2017",0,NaN,"-","-"
"12-Jan-2017",0,NaN,"-","-"
"13-Jan-2017",0,NaN,"-","-"
"14-Jan-2017",0,NaN,"-","-"
"15-Jan-2017",0,NaN,"-","-"
"16-Jan-2017",0,NaN,"-","-"
"17-Jan-2017",0,NaN,"-","-"
"18-Jan-2017",0,NaN,"-","-"
"19-Jan-2017",0,NaN,"-","-"
"20-Jan-2017",0,NaN,"-","-"
"21-Jan-2017",0,NaN,"-","-"
"22-Jan-2017",0,NaN,"-","-"
"23-Jan-2017",0,NaN,"-","-"
"24-Jan-2017",0,NaN,"-","-"
"25-Jan-2017",0,NaN,"-","-"
"26-Jan-2017",0,NaN,"-","-"
"27-Jan-2017",1.22,NaN,"-","-"
"28-Jan-2017",0.93,NaN,"-","-"
"29-Jan-2017",0.13,NaN,"-","-"
"30-Jan-2017",0,NaN,"-","-"
"31-Jan-2017",0,NaN,"-","-"
"01-Feb-2017",0,NaN,"-","-"
"02-Feb-2017",0,NaN,"-","-"
"03-Feb-2017",0,NaN,"-","-"
"04-Feb-2017",0,NaN,"-","-"
"05-Feb-2017",0,NaN,"-","-"
"06-Feb-2017",0,NaN,"-","-"
"07-Feb-2017",0,NaN,"-","-"
"08-Feb-2017",0,NaN,"-","-"
"09-Feb-2017",0,NaN,"-","-"
"10-Feb-2017",0,NaN,"-","-"
"11-Feb-2017",0,NaN,"-","-"
"12-Feb-2017",0,NaN,"-","-"
"13-Feb-2017",0,NaN,"-","-"
"14-Feb-2017",0,NaN,"-","-"
"15-Feb-2017",0,NaN,"-","-"
"16-Feb-2017",0,NaN,"-","-"
"17-Feb-2017",0,NaN,"-","-"
"18-Feb-2017",0,NaN,"-","-"
"19-Feb-2017",0,NaN,"-","-"
"20-Feb-2017",0,NaN,"-","-"
"21-Feb-2017",0,NaN,"-","-"
"22-Feb-2017",0,NaN,"-","-"
"23-Feb-2017",0,NaN,"-","-"
"24-Feb-2017",0,NaN,"-","-"
"25-Feb-2017",0,NaN,"-","-"
"26-Feb-2017",0,NaN,"-","-"
"27-Feb-2017",0,NaN,"-","-"
"28-Feb-2017",0,NaN,"-","-"
"01-Mar-2017",0,NaN,"-","-"
"02-Mar-2017",0,NaN,"-","-"
"03-Mar-2017",0,NaN,"-","-"
"04-Mar-2017",0,NaN,"-","-"
"05-Mar-2017",0,NaN,"-","-"
"06-Mar-2017",3.83,NaN,"-","-"
"07-Mar-2017",0.4,NaN,"-","-"
"08-Mar-2017",5.26,NaN,"-","-"
"09-Mar-2017",0,NaN,"-","-"
"10-Mar-2017",0,NaN,"-","-"
"11-Mar-2017",0,NaN,"-","-"
"12-Mar-2017",0,NaN,"-","-"
"13-Mar-2017",0,NaN,"-","-"
"14-Mar-2017",0,NaN,"-","-"
"15-Mar-2017",0.1,NaN,"-","-"
"16-Mar-2017",1.93,NaN,"-","-"
"17-Mar-2017",0,NaN,"-","-"
"18-Mar-2017",0.79,NaN,"-","-"
"19-Mar-2017",0,NaN,"-","-"
"20-Mar-2017",0,NaN,"-","-"
"21-Mar-2017",0.18,NaN,"-","-"
"22-Mar-2017",1.43,NaN,"-","-"
"23-Mar-2017",0,NaN,"-","-"
"24-Mar-2017",0,NaN,"-","-"
"25-Mar-2017",0,NaN,"-","-"
"26-Mar-2017",0,NaN,"-","-"
"27-Mar-2017",0,NaN,"-","-"
"28-Mar-2017",0,NaN,"-","-"
"29-Mar-2017",0,NaN,"-","-"
"30-Mar-2017",0,NaN,"-","-"
"31-Mar-2017",0,NaN,"-","-"
"01-Apr-2017",0,NaN,"-","-"
"02-Apr-2017",0,NaN,"-","-"
"03-Apr-2017",0,NaN,"-","-"
"04-Apr-2017",0,NaN,"-","-"
"05-Apr-2017",1.51,NaN,"-","-"
"06-Apr-2017",1.85,NaN,"-","-"
"07-Apr-2017",7.49,NaN,"-","-"
"08-Apr-2017",0.02,NaN,"-","-"
"09-Apr-2017",0.02,NaN,"-","-"
"10-Apr-2017",1.76,NaN,"-","-"
"11-Apr-2017",5.43,NaN,"-","-"
"12-Apr-2017",1.65,NaN,"-","-"
"13-Apr-2017",0,NaN,"-","-"
"14-Apr-2017",0,NaN,"-","-"
"15-Apr-2017",0,NaN,"-","-"
"16-Apr-2017",0,NaN,"-","-"
"17-Apr-2017",4.03,NaN,"-","-"
"18-Apr-2017",4.93,NaN,"-","-"
"19-Apr-2017",2.03,NaN,"-","-"
"20-Apr-2017",0.02,NaN,"-","-"
"21-Apr-2017",5.94,NaN,"-","-"
"22-Apr-2017",5.41,NaN,"-","-"
