Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"24-Aug-2015",6.6,5.74,5.530405394006901,6.038464312319641
"25-Aug-2015",3.34,NaN,"-","-"
"26-Aug-2015",0.72,NaN,"-","-"
"27-Aug-2015",2.65,NaN,"-","-"
"28-Aug-2015",1.83,NaN,"-","-"
"29-Aug-2015",0.03,NaN,"-","-"
"30-Aug-2015",0.56,NaN,"-","-"
"31-Aug-2015",0.43,NaN,"-","-"
"01-Sep-2015",2.68,NaN,"-","-"
"02-Sep-2015",0.71,NaN,"-","-"
"03-Sep-2015",0.52,NaN,"-","-"
"04-Sep-2015",1.22,NaN,"-","-"
"05-Sep-2015",5.49,NaN,"-","-"
"06-Sep-2015",23.09,NaN,"-","-"
"07-Sep-2015",13.72,NaN,"-","-"
"08-Sep-2015",27.9,NaN,"-","-"
"09-Sep-2015",4.35,NaN,"-","-"
"10-Sep-2015",2.1,NaN,"-","-"
"11-Sep-2015",5.89,NaN,"-","-"
"12-Sep-2015",1.13,NaN,"-","-"
"13-Sep-2015",1.69,NaN,"-","-"
"14-Sep-2015",0.95,NaN,"-","-"
"15-Sep-2015",0.96,NaN,"-","-"
"16-Sep-2015",7.58,NaN,"-","-"
"17-Sep-2015",2.96,NaN,"-","-"
"18-Sep-2015",0.01,NaN,"-","-"
"19-Sep-2015",4.31,NaN,"-","-"
"20-Sep-2015",6.58,NaN,"-","-"
"21-Sep-2015",1.91,NaN,"-","-"
"22-Sep-2015",0.25,NaN,"-","-"
"23-Sep-2015",0.06,NaN,"-","-"
"24-Sep-2015",3.15,NaN,"-","-"
"25-Sep-2015",29.52,NaN,"-","-"
"26-Sep-2015",2.3,NaN,"-","-"
"27-Sep-2015",0.57,NaN,"-","-"
"28-Sep-2015",19.86,NaN,"-","-"
"29-Sep-2015",4.81,NaN,"-","-"
"30-Sep-2015",17.46,NaN,"-","-"
"01-Oct-2015",6.02,NaN,"-","-"
"02-Oct-2015",5.65,NaN,"-","-"
"03-Oct-2015",1.63,NaN,"-","-"
"04-Oct-2015",2.37,NaN,"-","-"
"05-Oct-2015",10.65,NaN,"-","-"
"06-Oct-2015",19.1,NaN,"-","-"
"07-Oct-2015",3.79,NaN,"-","-"
"08-Oct-2015",5.27,NaN,"-","-"
"09-Oct-2015",8.34,NaN,"-","-"
"10-Oct-2015",2.35,NaN,"-","-"
"11-Oct-2015",1.48,NaN,"-","-"
"12-Oct-2015",3.49,NaN,"-","-"
"13-Oct-2015",0.81,NaN,"-","-"
"14-Oct-2015",0,NaN,"-","-"
"15-Oct-2015",0,NaN,"-","-"
"16-Oct-2015",0,NaN,"-","-"
"17-Oct-2015",0.03,NaN,"-","-"
"18-Oct-2015",0,NaN,"-","-"
"19-Oct-2015",0,NaN,"-","-"
"20-Oct-2015",0.03,NaN,"-","-"
"21-Oct-2015",0.64,NaN,"-","-"
"22-Oct-2015",0.07,NaN,"-","-"
"23-Oct-2015",0,NaN,"-","-"
"24-Oct-2015",0,NaN,"-","-"
"25-Oct-2015",0,NaN,"-","-"
"26-Oct-2015",0,NaN,"-","-"
"27-Oct-2015",0,NaN,"-","-"
"28-Oct-2015",2.47,NaN,"-","-"
"29-Oct-2015",14.37,NaN,"-","-"
"30-Oct-2015",5.09,NaN,"-","-"
"31-Oct-2015",8.36,NaN,"-","-"
"01-Nov-2015",3.95,NaN,"-","-"
"02-Nov-2015",14.35,NaN,"-","-"
"03-Nov-2015",5.23,NaN,"-","-"
"04-Nov-2015",10.51,6.97,7.048995894416987,6.524761287956716
"05-Nov-2015",16.51,NaN,"-","-"
"06-Nov-2015",0.26,NaN,"-","-"
"07-Nov-2015",0.18,NaN,"-","-"
"08-Nov-2015",0.07,NaN,"-","-"
"09-Nov-2015",2,NaN,"-","-"
"10-Nov-2015",4.35,NaN,"-","-"
"11-Nov-2015",5.03,NaN,"-","-"
"12-Nov-2015",9.09,NaN,"-","-"
"13-Nov-2015",13.57,NaN,"-","-"
"14-Nov-2015",0.13,NaN,"-","-"
"15-Nov-2015",0.11,NaN,"-","-"
"16-Nov-2015",1.94,NaN,"-","-"
"17-Nov-2015",0.24,NaN,"-","-"
"18-Nov-2015",0.09,NaN,"-","-"
"19-Nov-2015",4.01,NaN,"-","-"
"20-Nov-2015",4.33,NaN,"-","-"
"21-Nov-2015",1.1,NaN,"-","-"
"22-Nov-2015",0.09,NaN,"-","-"
"23-Nov-2015",2.13,NaN,"-","-"
"24-Nov-2015",0.37,NaN,"-","-"
"25-Nov-2015",2.56,NaN,"-","-"
"26-Nov-2015",0,NaN,"-","-"
"27-Nov-2015",0,NaN,"-","-"
"28-Nov-2015",0.03,NaN,"-","-"
"29-Nov-2015",0,NaN,"-","-"
"30-Nov-2015",2.16,NaN,"-","-"
"01-Dec-2015",0.59,NaN,"-","-"
"02-Dec-2015",0.08,NaN,"-","-"
"03-Dec-2015",1.75,NaN,"-","-"
"04-Dec-2015",0,NaN,"-","-"
"05-Dec-2015",0,NaN,"-","-"
"06-Dec-2015",0,NaN,"-","-"
"07-Dec-2015",0,NaN,"-","-"
"08-Dec-2015",0,NaN,"-","-"
"09-Dec-2015",0,NaN,"-","-"
"10-Dec-2015",0,NaN,"-","-"
"11-Dec-2015",0,NaN,"-","-"
"12-Dec-2015",0.34,NaN,"-","-"
"13-Dec-2015",0.06,NaN,"-","-"
"14-Dec-2015",0,NaN,"-","-"
"15-Dec-2015",0.49,NaN,"-","-"
"16-Dec-2015",2.77,NaN,"-","-"
"17-Dec-2015",0,NaN,"-","-"
"18-Dec-2015",0,NaN,"-","-"
"19-Dec-2015",0,NaN,"-","-"
"20-Dec-2015",0,NaN,"-","-"
"21-Dec-2015",0,NaN,"-","-"
"22-Dec-2015",0,NaN,"-","-"
"23-Dec-2015",0,NaN,"-","-"
"24-Dec-2015",0,NaN,"-","-"
"25-Dec-2015",0,NaN,"-","-"
"26-Dec-2015",0,NaN,"-","-"
"27-Dec-2015",0,NaN,"-","-"
"28-Dec-2015",0,NaN,"-","-"
"29-Dec-2015",0,NaN,"-","-"
"30-Dec-2015",0,NaN,"-","-"
"31-Dec-2015",0,NaN,"-","-"
"01-Jan-2016",0,NaN,"-","-"
"02-Jan-2016",0,NaN,"-","-"
"03-Jan-2016",0,NaN,"-","-"
"04-Jan-2016",0,8.03,7.766350195375251,7.2476812157328565
"05-Jan-2016",0,NaN,"-","-"
"06-Jan-2016",0,NaN,"-","-"
"07-Jan-2016",0,NaN,"-","-"
"08-Jan-2016",0,NaN,"-","-"
"09-Jan-2016",0,NaN,"-","-"
"10-Jan-2016",0,NaN,"-","-"
"11-Jan-2016",0,NaN,"-","-"
"12-Jan-2016",0,NaN,"-","-"
"13-Jan-2016",0,NaN,"-","-"
"14-Jan-2016",0,NaN,"-","-"
"15-Jan-2016",0,NaN,"-","-"
"16-Jan-2016",0,NaN,"-","-"
"17-Jan-2016",0,NaN,"-","-"
"18-Jan-2016",0,NaN,"-","-"
"19-Jan-2016",0.06,NaN,"-","-"
"20-Jan-2016",0.14,NaN,"-","-"
"21-Jan-2016",0,NaN,"-","-"
"22-Jan-2016",0.05,NaN,"-","-"
"23-Jan-2016",0,NaN,"-","-"
"24-Jan-2016",0,NaN,"-","-"
"25-Jan-2016",0,NaN,"-","-"
"26-Jan-2016",0.34,NaN,"-","-"
"27-Jan-2016",0,NaN,"-","-"
"28-Jan-2016",0,NaN,"-","-"
"29-Jan-2016",0,NaN,"-","-"
"30-Jan-2016",0,NaN,"-","-"
"31-Jan-2016",0,NaN,"-","-"
"01-Feb-2016",0,NaN,"-","-"
"02-Feb-2016",0,NaN,"-","-"
"03-Feb-2016",0,NaN,"-","-"
"04-Feb-2016",0,NaN,"-","-"
"05-Feb-2016",0,NaN,"-","-"
"06-Feb-2016",0,NaN,"-","-"
"07-Feb-2016",0,NaN,"-","-"
"08-Feb-2016",0,NaN,"-","-"
"09-Feb-2016",0,NaN,"-","-"
"10-Feb-2016",0,NaN,"-","-"
"11-Feb-2016",0.96,NaN,"-","-"
"12-Feb-2016",0.2,NaN,"-","-"
"13-Feb-2016",0,NaN,"-","-"
"14-Feb-2016",0,NaN,"-","-"
"15-Feb-2016",0,NaN,"-","-"
"16-Feb-2016",0,NaN,"-","-"
"17-Feb-2016",0,NaN,"-","-"
"18-Feb-2016",0,NaN,"-","-"
"19-Feb-2016",0,NaN,"-","-"
"20-Feb-2016",0,NaN,"-","-"
"21-Feb-2016",0,NaN,"-","-"
"22-Feb-2016",0,NaN,"-","-"
"23-Feb-2016",0,NaN,"-","-"
"24-Feb-2016",0,NaN,"-","-"
"25-Feb-2016",0.65,NaN,"-","-"
"26-Feb-2016",0.72,NaN,"-","-"
"27-Feb-2016",0.17,NaN,"-","-"
"28-Feb-2016",0,NaN,"-","-"
"29-Feb-2016",0,NaN,"-","-"
"01-Mar-2016",0,NaN,"-","-"
"02-Mar-2016",0,NaN,"-","-"
"03-Mar-2016",0,NaN,"-","-"
"04-Mar-2016",0,NaN,"-","-"
"05-Mar-2016",0,NaN,"-","-"
"06-Mar-2016",0,NaN,"-","-"
"07-Mar-2016",0,NaN,"-","-"
"08-Mar-2016",0.9,NaN,"-","-"
"09-Mar-2016",0,NaN,"-","-"
"10-Mar-2016",0,NaN,"-","-"
"11-Mar-2016",0,NaN,"-","-"
"12-Mar-2016",0,NaN,"-","-"
"13-Mar-2016",0.38,NaN,"-","-"
"14-Mar-2016",4.93,NaN,"-","-"
"15-Mar-2016",0.02,NaN,"-","-"
"16-Mar-2016",0,NaN,"-","-"
"17-Mar-2016",0,NaN,"-","-"
"18-Mar-2016",0,NaN,"-","-"
"19-Mar-2016",0,NaN,"-","-"
"20-Mar-2016",0.18,NaN,"-","-"
"21-Mar-2016",0,NaN,"-","-"
"22-Mar-2016",0,NaN,"-","-"
"23-Mar-2016",0.43,NaN,"-","-"
"24-Mar-2016",0.02,NaN,"-","-"
"25-Mar-2016",0.68,NaN,"-","-"
"26-Mar-2016",0,NaN,"-","-"
"27-Mar-2016",0,NaN,"-","-"
"28-Mar-2016",0,NaN,"-","-"
"29-Mar-2016",0,NaN,"-","-"
"30-Mar-2016",1.07,NaN,"-","-"
"31-Mar-2016",0.11,NaN,"-","-"
"01-Apr-2016",0,NaN,"-","-"
"02-Apr-2016",0.11,NaN,"-","-"
"03-Apr-2016",0.78,NaN,"-","-"
"04-Apr-2016",0,NaN,"-","-"
"05-Apr-2016",0.03,NaN,"-","-"
"06-Apr-2016",3.97,NaN,"-","-"
"07-Apr-2016",0,NaN,"-","-"
"08-Apr-2016",1.32,NaN,"-","-"
"09-Apr-2016",0,NaN,"-","-"
"10-Apr-2016",0.17,NaN,"-","-"
"11-Apr-2016",3.18,NaN,"-","-"
"12-Apr-2016",0.05,NaN,"-","-"
"13-Apr-2016",2.22,NaN,"-","-"
"14-Apr-2016",0,NaN,"-","-"
"15-Apr-2016",0.46,NaN,"-","-"
"16-Apr-2016",0.92,NaN,"-","-"
"17-Apr-2016",3.55,NaN,"-","-"
"18-Apr-2016",1.28,NaN,"-","-"
"19-Apr-2016",0,NaN,"-","-"
"20-Apr-2016",0,NaN,"-","-"
"21-Apr-2016",0,NaN,"-","-"
"22-Apr-2016",0.57,NaN,"-","-"
"23-Apr-2016",0,NaN,"-","-"
"24-Apr-2016",0,NaN,"-","-"
"25-Apr-2016",0,NaN,"-","-"
"26-Apr-2016",2.77,NaN,"-","-"
"27-Apr-2016",0.04,NaN,"-","-"
"28-Apr-2016",0.6,NaN,"-","-"
"29-Apr-2016",0,NaN,"-","-"
"30-Apr-2016",0,NaN,"-","-"
"01-May-2016",0.47,NaN,"-","-"
"02-May-2016",0,NaN,"-","-"
"03-May-2016",2.9,NaN,"-","-"
"04-May-2016",6.83,NaN,"-","-"
"05-May-2016",3.96,NaN,"-","-"
"06-May-2016",12.38,NaN,"-","-"
"07-May-2016",2.09,NaN,"-","-"
"08-May-2016",7.57,NaN,"-","-"
"09-May-2016",2.89,NaN,"-","-"
"10-May-2016",0.32,NaN,"-","-"
"11-May-2016",18.36,NaN,"-","-"
"12-May-2016",4.4,NaN,"-","-"
"13-May-2016",21.28,NaN,"-","-"
"14-May-2016",0.01,9.03,8.22043412336416,8.78376364391536
"15-May-2016",11.49,NaN,"-","-"
"16-May-2016",4.94,NaN,"-","-"
"17-May-2016",0.39,NaN,"-","-"
"18-May-2016",2.5,NaN,"-","-"
"19-May-2016",0.41,NaN,"-","-"
"20-May-2016",0.13,NaN,"-","-"
"21-May-2016",2.76,NaN,"-","-"
"22-May-2016",0,NaN,"-","-"
"23-May-2016",0,NaN,"-","-"
"24-May-2016",0,NaN,"-","-"
"25-May-2016",0.04,NaN,"-","-"
"26-May-2016",1.49,NaN,"-","-"
"27-May-2016",0.12,NaN,"-","-"
"28-May-2016",2.49,NaN,"-","-"
"29-May-2016",4.61,NaN,"-","-"
"30-May-2016",0.93,NaN,"-","-"
"31-May-2016",2.7,NaN,"-","-"
"01-Jun-2016",9.55,NaN,"-","-"
"02-Jun-2016",4.05,NaN,"-","-"
"03-Jun-2016",8.73,NaN,"-","-"
"04-Jun-2016",0.79,NaN,"-","-"
"05-Jun-2016",1.31,NaN,"-","-"
"06-Jun-2016",6.84,NaN,"-","-"
"07-Jun-2016",4.03,NaN,"-","-"
"08-Jun-2016",2.53,NaN,"-","-"
"09-Jun-2016",27.54,NaN,"-","-"
"10-Jun-2016",12.5,NaN,"-","-"
"11-Jun-2016",12.2,NaN,"-","-"
"12-Jun-2016",2.89,NaN,"-","-"
"13-Jun-2016",7.18,NaN,"-","-"
"14-Jun-2016",8.11,NaN,"-","-"
"15-Jun-2016",2.86,NaN,"-","-"
"16-Jun-2016",1.66,NaN,"-","-"
"17-Jun-2016",3.48,NaN,"-","-"
"18-Jun-2016",3.51,NaN,"-","-"
"19-Jun-2016",18.42,NaN,"-","-"
"20-Jun-2016",3.32,NaN,"-","-"
"21-Jun-2016",4.3,NaN,"-","-"
"22-Jun-2016",4.03,NaN,"-","-"
"23-Jun-2016",13.62,NaN,"-","-"
"24-Jun-2016",6.31,NaN,"-","-"
"25-Jun-2016",5.98,NaN,"-","-"
"26-Jun-2016",5.53,NaN,"-","-"
"27-Jun-2016",21.91,NaN,"-","-"
"28-Jun-2016",23.72,NaN,"-","-"
"29-Jun-2016",81.81,NaN,"-","-"
"30-Jun-2016",41.27,NaN,"-","-"
"01-Jul-2016",21.47,NaN,"-","-"
"02-Jul-2016",15.8,NaN,"-","-"
"03-Jul-2016",14.15,NaN,"-","-"
"04-Jul-2016",13.02,NaN,"-","-"
"05-Jul-2016",27.55,NaN,"-","-"
"06-Jul-2016",8.22,NaN,"-","-"
"07-Jul-2016",18.26,NaN,"-","-"
"08-Jul-2016",4.94,NaN,"-","-"
"09-Jul-2016",7.24,NaN,"-","-"
"10-Jul-2016",28.65,NaN,"-","-"
"11-Jul-2016",26.27,NaN,"-","-"
"12-Jul-2016",6.85,NaN,"-","-"
"13-Jul-2016",12.24,NaN,"-","-"
"14-Jul-2016",4,NaN,"-","-"
"15-Jul-2016",6.68,NaN,"-","-"
"16-Jul-2016",8.33,NaN,"-","-"
"17-Jul-2016",5.47,NaN,"-","-"
"18-Jul-2016",3.14,NaN,"-","-"
"19-Jul-2016",7.18,NaN,"-","-"
"20-Jul-2016",1.58,NaN,"-","-"
"21-Jul-2016",10.61,NaN,"-","-"
"22-Jul-2016",10.09,NaN,"-","-"
"23-Jul-2016",5.31,NaN,"-","-"
"24-Jul-2016",5.74,NaN,"-","-"
"25-Jul-2016",1.66,NaN,"-","-"
"26-Jul-2016",0.32,NaN,"-","-"
"27-Jul-2016",5.17,NaN,"-","-"
"28-Jul-2016",6.14,NaN,"-","-"
"29-Jul-2016",17.71,NaN,"-","-"
"30-Jul-2016",5.17,NaN,"-","-"
"31-Jul-2016",12.69,NaN,"-","-"
"01-Aug-2016",2.78,NaN,"-","-"
"02-Aug-2016",6.74,NaN,"-","-"
"03-Aug-2016",12.57,NaN,"-","-"
"04-Aug-2016",5.95,NaN,"-","-"
"05-Aug-2016",11.65,NaN,"-","-"
"06-Aug-2016",7.77,NaN,"-","-"
"07-Aug-2016",8.6,NaN,"-","-"
"08-Aug-2016",5.86,NaN,"-","-"
"09-Aug-2016",4.04,NaN,"-","-"
"10-Aug-2016",7.29,NaN,"-","-"
"11-Aug-2016",2.23,NaN,"-","-"
"12-Aug-2016",3.59,NaN,"-","-"
"13-Aug-2016",6.35,NaN,"-","-"
"14-Aug-2016",7.35,NaN,"-","-"
"15-Aug-2016",4.72,NaN,"-","-"
"16-Aug-2016",8.49,NaN,"-","-"
"17-Aug-2016",8.14,NaN,"-","-"
"18-Aug-2016",12.96,NaN,"-","-"
"19-Aug-2016",6.83,NaN,"-","-"
"20-Aug-2016",1.61,NaN,"-","-"
"21-Aug-2016",0.07,NaN,"-","-"
"22-Aug-2016",3.09,NaN,"-","-"
"23-Aug-2016",2.44,NaN,"-","-"
"24-Aug-2016",6.1,5.86,6.038464312319641,6.922534149705083
"25-Aug-2016",1.71,NaN,"-","-"
"26-Aug-2016",2.8,NaN,"-","-"
"27-Aug-2016",3.37,NaN,"-","-"
"28-Aug-2016",6.61,NaN,"-","-"
"29-Aug-2016",1.89,NaN,"-","-"
"30-Aug-2016",3.63,NaN,"-","-"
"31-Aug-2016",6.36,NaN,"-","-"
"01-Sep-2016",4.29,NaN,"-","-"
"02-Sep-2016",3.42,NaN,"-","-"
"03-Sep-2016",2.98,NaN,"-","-"
"04-Sep-2016",1.52,NaN,"-","-"
"05-Sep-2016",0.11,NaN,"-","-"
"06-Sep-2016",0.41,NaN,"-","-"
"07-Sep-2016",2.21,NaN,"-","-"
"08-Sep-2016",0.98,NaN,"-","-"
"09-Sep-2016",0.31,NaN,"-","-"
"10-Sep-2016",0.81,NaN,"-","-"
"11-Sep-2016",0.52,NaN,"-","-"
"12-Sep-2016",1.22,NaN,"-","-"
"13-Sep-2016",0.3,NaN,"-","-"
"14-Sep-2016",2.74,NaN,"-","-"
"15-Sep-2016",5.61,NaN,"-","-"
"16-Sep-2016",5.5,NaN,"-","-"
"17-Sep-2016",4.71,NaN,"-","-"
"18-Sep-2016",0.29,NaN,"-","-"
"19-Sep-2016",1.38,NaN,"-","-"
"20-Sep-2016",1.02,NaN,"-","-"
"21-Sep-2016",1.71,NaN,"-","-"
"22-Sep-2016",7.54,NaN,"-","-"
"23-Sep-2016",4.47,NaN,"-","-"
"24-Sep-2016",10.87,NaN,"-","-"
"25-Sep-2016",5.34,NaN,"-","-"
"26-Sep-2016",3.44,NaN,"-","-"
"27-Sep-2016",2.57,NaN,"-","-"
"28-Sep-2016",0.43,NaN,"-","-"
"29-Sep-2016",5.43,NaN,"-","-"
"30-Sep-2016",1.76,NaN,"-","-"
"01-Oct-2016",1.55,NaN,"-","-"
"02-Oct-2016",0.02,NaN,"-","-"
"03-Oct-2016",0,NaN,"-","-"
"04-Oct-2016",0,NaN,"-","-"
"05-Oct-2016",0,NaN,"-","-"
"06-Oct-2016",0.02,NaN,"-","-"
"07-Oct-2016",0,NaN,"-","-"
"08-Oct-2016",0.17,NaN,"-","-"
"09-Oct-2016",1.29,NaN,"-","-"
"10-Oct-2016",0.17,NaN,"-","-"
"11-Oct-2016",0.19,NaN,"-","-"
"12-Oct-2016",0.72,NaN,"-","-"
"13-Oct-2016",4.52,NaN,"-","-"
"14-Oct-2016",5.29,NaN,"-","-"
"15-Oct-2016",12.2,NaN,"-","-"
"16-Oct-2016",0,NaN,"-","-"
"17-Oct-2016",0,NaN,"-","-"
"18-Oct-2016",0,NaN,"-","-"
"19-Oct-2016",0,NaN,"-","-"
"20-Oct-2016",0,NaN,"-","-"
"21-Oct-2016",0,NaN,"-","-"
"22-Oct-2016",0,NaN,"-","-"
"23-Oct-2016",0,NaN,"-","-"
"24-Oct-2016",0.03,NaN,"-","-"
"25-Oct-2016",0,NaN,"-","-"
"26-Oct-2016",0,NaN,"-","-"
"27-Oct-2016",0,NaN,"-","-"
"28-Oct-2016",0,NaN,"-","-"
"29-Oct-2016",0,NaN,"-","-"
"30-Oct-2016",0,NaN,"-","-"
"31-Oct-2016",6.12,NaN,"-","-"
"01-Nov-2016",11.69,NaN,"-","-"
"02-Nov-2016",5,NaN,"-","-"
"03-Nov-2016",0,NaN,"-","-"
"04-Nov-2016",0.29,7.1,6.524761287956716,8.161287186902179
"05-Nov-2016",0,NaN,"-","-"
"06-Nov-2016",0,NaN,"-","-"
"07-Nov-2016",0,NaN,"-","-"
"08-Nov-2016",0,NaN,"-","-"
"09-Nov-2016",0,NaN,"-","-"
"10-Nov-2016",0,NaN,"-","-"
"11-Nov-2016",0,NaN,"-","-"
"12-Nov-2016",0,NaN,"-","-"
"13-Nov-2016",0,NaN,"-","-"
"14-Nov-2016",1.05,NaN,"-","-"
"15-Nov-2016",1.6,NaN,"-","-"
"16-Nov-2016",0,NaN,"-","-"
"17-Nov-2016",0.07,NaN,"-","-"
"18-Nov-2016",0.05,NaN,"-","-"
"19-Nov-2016",0,NaN,"-","-"
"20-Nov-2016",0,NaN,"-","-"
"21-Nov-2016",0,NaN,"-","-"
"22-Nov-2016",0,NaN,"-","-"
"23-Nov-2016",0,NaN,"-","-"
"24-Nov-2016",0,NaN,"-","-"
"25-Nov-2016",0,NaN,"-","-"
"26-Nov-2016",0,NaN,"-","-"
"27-Nov-2016",0,NaN,"-","-"
"28-Nov-2016",0,NaN,"-","-"
"29-Nov-2016",0,NaN,"-","-"
"30-Nov-2016",0,NaN,"-","-"
"01-Dec-2016",0,NaN,"-","-"
"02-Dec-2016",0.39,NaN,"-","-"
"03-Dec-2016",1.72,NaN,"-","-"
"04-Dec-2016",2.56,NaN,"-","-"
"05-Dec-2016",0,NaN,"-","-"
"06-Dec-2016",1.21,NaN,"-","-"
"07-Dec-2016",0,NaN,"-","-"
"08-Dec-2016",0,NaN,"-","-"
"09-Dec-2016",0,NaN,"-","-"
"10-Dec-2016",0,NaN,"-","-"
"11-Dec-2016",0.29,NaN,"-","-"
"12-Dec-2016",0,NaN,"-","-"
"13-Dec-2016",7.91,NaN,"-","-"
"14-Dec-2016",26,NaN,"-","-"
"15-Dec-2016",4.75,NaN,"-","-"
"16-Dec-2016",0,NaN,"-","-"
"17-Dec-2016",0.02,NaN,"-","-"
"18-Dec-2016",0,NaN,"-","-"
"19-Dec-2016",0,NaN,"-","-"
"20-Dec-2016",0,NaN,"-","-"
"21-Dec-2016",0,NaN,"-","-"
"22-Dec-2016",0,NaN,"-","-"
"23-Dec-2016",0,NaN,"-","-"
"24-Dec-2016",0,NaN,"-","-"
"25-Dec-2016",0,NaN,"-","-"
"26-Dec-2016",0,NaN,"-","-"
"27-Dec-2016",0,NaN,"-","-"
"28-Dec-2016",0,NaN,"-","-"
"29-Dec-2016",0,NaN,"-","-"
"30-Dec-2016",0,NaN,"-","-"
"31-Dec-2016",0,NaN,"-","-"
"01-Jan-2017",0,NaN,"-","-"
"02-Jan-2017",0,NaN,"-","-"
"03-Jan-2017",0,NaN,"-","-"
"04-Jan-2017",0,8.02,7.2476812157328565,8.189788278203253
"05-Jan-2017",0,NaN,"-","-"
"06-Jan-2017",0,NaN,"-","-"
"07-Jan-2017",0,NaN,"-","-"
"08-Jan-2017",0,NaN,"-","-"
"09-Jan-2017",0,NaN,"-","-"
"10-Jan-2017",0,NaN,"-","-"
"11-Jan-2017",0,NaN,"-","-"
"12-Jan-2017",0,NaN,"-","-"
"13-Jan-2017",0,NaN,"-","-"
"14-Jan-2017",0,NaN,"-","-"
"15-Jan-2017",0,NaN,"-","-"
"16-Jan-2017",0,NaN,"-","-"
"17-Jan-2017",0,NaN,"-","-"
"18-Jan-2017",0,NaN,"-","-"
"19-Jan-2017",0,NaN,"-","-"
"20-Jan-2017",0,NaN,"-","-"
"21-Jan-2017",0,NaN,"-","-"
"22-Jan-2017",0,NaN,"-","-"
"23-Jan-2017",0,NaN,"-","-"
"24-Jan-2017",0,NaN,"-","-"
"25-Jan-2017",0,NaN,"-","-"
"26-Jan-2017",0,NaN,"-","-"
"27-Jan-2017",1.67,NaN,"-","-"
"28-Jan-2017",28.35,NaN,"-","-"
"29-Jan-2017",1.62,NaN,"-","-"
"30-Jan-2017",0,NaN,"-","-"
"31-Jan-2017",0,NaN,"-","-"
"01-Feb-2017",0,NaN,"-","-"
"02-Feb-2017",0,NaN,"-","-"
"03-Feb-2017",0,NaN,"-","-"
"04-Feb-2017",0,NaN,"-","-"
"05-Feb-2017",0,NaN,"-","-"
"06-Feb-2017",0,NaN,"-","-"
"07-Feb-2017",0,NaN,"-","-"
"08-Feb-2017",0,NaN,"-","-"
"09-Feb-2017",0,NaN,"-","-"
"10-Feb-2017",0,NaN,"-","-"
"11-Feb-2017",0,NaN,"-","-"
"12-Feb-2017",0,NaN,"-","-"
"13-Feb-2017",0,NaN,"-","-"
"14-Feb-2017",0,NaN,"-","-"
"15-Feb-2017",0,NaN,"-","-"
"16-Feb-2017",0,NaN,"-","-"
"17-Feb-2017",0,NaN,"-","-"
"18-Feb-2017",0,NaN,"-","-"
"19-Feb-2017",0,NaN,"-","-"
"20-Feb-2017",0,NaN,"-","-"
"21-Feb-2017",0,NaN,"-","-"
"22-Feb-2017",0,NaN,"-","-"
"23-Feb-2017",0,NaN,"-","-"
"24-Feb-2017",0,NaN,"-","-"
"25-Feb-2017",0,NaN,"-","-"
"26-Feb-2017",0,NaN,"-","-"
"27-Feb-2017",0,NaN,"-","-"
"28-Feb-2017",0,NaN,"-","-"
"01-Mar-2017",0,NaN,"-","-"
"02-Mar-2017",0,NaN,"-","-"
"03-Mar-2017",0,NaN,"-","-"
"04-Mar-2017",0,NaN,"-","-"
"05-Mar-2017",0,NaN,"-","-"
"06-Mar-2017",0.01,NaN,"-","-"
"07-Mar-2017",2.4,NaN,"-","-"
"08-Mar-2017",2.52,NaN,"-","-"
"09-Mar-2017",0,NaN,"-","-"
"10-Mar-2017",0,NaN,"-","-"
"11-Mar-2017",0,NaN,"-","-"
"12-Mar-2017",0,NaN,"-","-"
"13-Mar-2017",0,NaN,"-","-"
"14-Mar-2017",0,NaN,"-","-"
"15-Mar-2017",3.71,NaN,"-","-"
"16-Mar-2017",5.16,NaN,"-","-"
"17-Mar-2017",0.13,NaN,"-","-"
"18-Mar-2017",0.19,NaN,"-","-"
"19-Mar-2017",0,NaN,"-","-"
"20-Mar-2017",0,NaN,"-","-"
"21-Mar-2017",0,NaN,"-","-"
"22-Mar-2017",2.11,NaN,"-","-"
"23-Mar-2017",0,NaN,"-","-"
"24-Mar-2017",0,NaN,"-","-"
"25-Mar-2017",0,NaN,"-","-"
"26-Mar-2017",0,NaN,"-","-"
"27-Mar-2017",0,NaN,"-","-"
"28-Mar-2017",0,NaN,"-","-"
"29-Mar-2017",0,NaN,"-","-"
"30-Mar-2017",0,NaN,"-","-"
"31-Mar-2017",0,NaN,"-","-"
"01-Apr-2017",0,NaN,"-","-"
"02-Apr-2017",0,NaN,"-","-"
"03-Apr-2017",0,NaN,"-","-"
"04-Apr-2017",0,NaN,"-","-"
"05-Apr-2017",3.78,NaN,"-","-"
"06-Apr-2017",1.94,NaN,"-","-"
"07-Apr-2017",32.21,NaN,"-","-"
"08-Apr-2017",1.46,NaN,"-","-"
"09-Apr-2017",1.19,NaN,"-","-"
"10-Apr-2017",6.37,NaN,"-","-"
"11-Apr-2017",7.8,NaN,"-","-"
"12-Apr-2017",6.62,NaN,"-","-"
"13-Apr-2017",0,NaN,"-","-"
"14-Apr-2017",0.86,NaN,"-","-"
"15-Apr-2017",2.03,NaN,"-","-"
"16-Apr-2017",0,NaN,"-","-"
"17-Apr-2017",5.43,NaN,"-","-"
